fips,adate,sutter_county,case_count,case_count_sex_f,case_count_low_ice,case_count_medicaid
6005,10031999,kpsc,23,21,10.5,10.5
6006,10031999,kpsc,21,19,9.5,9.5
6008,10031999,kpsc,19,17,8.5,8.5
6009,10031999,kpsc,22,20,10,10
6041,10031999,sutter,21,19,9.5,9.5
6001,10041999,kpsc,19,17,8.5,8.5
6003,10041999,kpsc,21,19,9.5,9.5
6005,10041999,kpsc,21,19,9.5,9.5
6006,10041999,kpsc,16,14,7,7
6008,10041999,kpsc,18,16,8,8
6009,10041999,kpsc,19,17,8.5,8.5
6041,10041999,sutter,17,15,7.5,7.5
6001,10051999,kpsc,17,15,7.5,7.5
6003,10051999,kpsc,21,19,9.5,9.5
6005,10051999,kpsc,14,12,6,6
6006,10051999,kpsc,20,18,9,9
6008,10051999,kpsc,21,19,9.5,9.5
6009,10051999,kpsc,20,18,9,9
6041,10051999,sutter,19,17,8.5,8.5
6001,10061999,kpsc,21,19,9.5,9.5
6003,10061999,kpsc,21,19,9.5,9.5
6005,10061999,kpsc,22,20,10,10
6006,10061999,kpsc,17,15,7.5,7.5
6008,10061999,kpsc,17,15,7.5,7.5
6009,10061999,kpsc,20,18,9,9
6041,10061999,sutter,21,19,9.5,9.5
6001,10071999,kpsc,20,18,9,9
6003,10071999,kpsc,19,17,8.5,8.5
6005,10071999,kpsc,18,16,8,8
6006,10071999,kpsc,18,16,8,8
6008,10071999,kpsc,21,19,9.5,9.5
6009,10071999,kpsc,24,22,11,11
6041,10071999,sutter,19,17,8.5,8.5
6001,10081999,kpsc,21,19,9.5,9.5
6003,10081999,kpsc,22,20,10,10
6005,10081999,kpsc,19,17,8.5,8.5
6006,10081999,kpsc,21,19,9.5,9.5
6008,10081999,kpsc,18,16,8,8
6009,10081999,kpsc,21,19,9.5,9.5
6041,10081999,sutter,19,17,8.5,8.5
6001,10091999,kpsc,16,14,7,7
6003,10091999,kpsc,17,15,7.5,7.5
6005,10091999,kpsc,18,16,8,8
6006,10091999,kpsc,22,20,10,10
6008,10091999,kpsc,22,20,10,10
6009,10091999,kpsc,20,18,9,9
6041,10091999,sutter,20,18,9,9
6001,10101999,kpsc,18,16,8,8
6003,10101999,kpsc,15,13,6.5,6.5
6005,10101999,kpsc,19,17,8.5,8.5
6006,10101999,kpsc,19,17,8.5,8.5
6008,10101999,kpsc,19,17,8.5,8.5
6009,10101999,kpsc,18,16,8,8
6041,10101999,sutter,17,15,7.5,7.5
6001,10111999,kpsc,19,17,8.5,8.5
6003,10111999,kpsc,22,20,10,10
6005,10111999,kpsc,23,21,10.5,10.5
6006,10111999,kpsc,18,16,8,8
6008,10111999,kpsc,21,19,9.5,9.5
6009,10111999,kpsc,22,20,10,10
6041,10111999,sutter,17,15,7.5,7.5
6001,10121999,kpsc,20,18,9,9
6003,10121999,kpsc,20,18,9,9
6005,10121999,kpsc,21,19,9.5,9.5
6006,10121999,kpsc,22,20,10,10
6008,10121999,kpsc,17,15,7.5,7.5
6009,10121999,kpsc,21,19,9.5,9.5
6041,10121999,sutter,20,18,9,9
6001,10131999,kpsc,18,16,8,8
6003,10131999,kpsc,20,18,9,9
6005,10131999,kpsc,25,23,11.5,11.5
6006,10131999,kpsc,20,18,9,9
6008,10131999,kpsc,17,15,7.5,7.5
6009,10131999,kpsc,17,15,7.5,7.5
6041,10131999,sutter,17,15,7.5,7.5
6001,10141999,kpsc,18,16,8,8
6003,10141999,kpsc,27,25,12.5,12.5
6005,10141999,kpsc,19,17,8.5,8.5
6006,10141999,kpsc,23,21,10.5,10.5
6008,10141999,kpsc,17,15,7.5,7.5
6009,10141999,kpsc,22,20,10,10
6041,10141999,sutter,18,16,8,8
6001,10151999,kpsc,17,15,7.5,7.5
6003,10151999,kpsc,18,16,8,8
6005,10151999,kpsc,19,17,8.5,8.5
6006,10151999,kpsc,17,15,7.5,7.5
6008,10151999,kpsc,21,19,9.5,9.5
6009,10151999,kpsc,21,19,9.5,9.5
6041,10151999,sutter,23,21,10.5,10.5
6001,10161999,kpsc,20,18,9,9
6003,10161999,kpsc,20,18,9,9
6005,10161999,kpsc,20,18,9,9
6006,10161999,kpsc,19,17,8.5,8.5
6008,10161999,kpsc,22,20,10,10
6009,10161999,kpsc,21,19,9.5,9.5
6041,10161999,sutter,22,20,10,10
6001,10171999,kpsc,22,20,10,10
6003,10171999,kpsc,20,18,9,9
6005,10171999,kpsc,26,24,12,12
6006,10171999,kpsc,20,18,9,9
6008,10171999,kpsc,18,16,8,8
6009,10171999,kpsc,18,16,8,8
6041,10171999,sutter,18,16,8,8
6001,10181999,kpsc,18,16,8,8
6003,10181999,kpsc,21,19,9.5,9.5
6005,10181999,kpsc,22,20,10,10
6006,10181999,kpsc,16,14,7,7
6008,10181999,kpsc,19,17,8.5,8.5
6009,10181999,kpsc,18,16,8,8
6041,10181999,sutter,18,16,8,8
6001,10191999,kpsc,18,16,8,8
6003,10191999,kpsc,20,18,9,9
6005,10191999,kpsc,20,18,9,9
6006,10191999,kpsc,20,18,9,9
6008,10191999,kpsc,21,19,9.5,9.5
6009,10191999,kpsc,21,19,9.5,9.5
6041,10191999,sutter,20,18,9,9
6001,10201999,kpsc,16,14,7,7
6003,10201999,kpsc,23,21,10.5,10.5
6005,10201999,kpsc,22,20,10,10
6006,10201999,kpsc,19,17,8.5,8.5
6008,10201999,kpsc,21,19,9.5,9.5
6009,10201999,kpsc,19,17,8.5,8.5
6041,10201999,sutter,22,20,10,10
6001,10211999,kpsc,16,14,7,7
6003,10211999,kpsc,17,15,7.5,7.5
6005,10211999,kpsc,17,15,7.5,7.5
6006,10211999,kpsc,20,18,9,9
6008,10211999,kpsc,17,15,7.5,7.5
6009,10211999,kpsc,20,18,9,9
6041,10211999,sutter,23,21,10.5,10.5
6001,10221999,kpsc,18,16,8,8
6003,10221999,kpsc,24,22,11,11
6005,10221999,kpsc,19,17,8.5,8.5
6006,10221999,kpsc,17,15,7.5,7.5
6008,10221999,kpsc,22,20,10,10
6009,10221999,kpsc,19,17,8.5,8.5
6041,10221999,sutter,21,19,9.5,9.5
6001,10231999,kpsc,20,18,9,9
6003,10231999,kpsc,17,15,7.5,7.5
6005,10231999,kpsc,19,17,8.5,8.5
6006,10231999,kpsc,21,19,9.5,9.5
6008,10231999,kpsc,19,17,8.5,8.5
6009,10231999,kpsc,16,14,7,7
6041,10231999,sutter,17,15,7.5,7.5
6001,10241999,kpsc,18,16,8,8
6003,10241999,kpsc,20,18,9,9
6005,10241999,kpsc,21,19,9.5,9.5
6006,10241999,kpsc,20,18,9,9
6008,10241999,kpsc,20,18,9,9
6009,10241999,kpsc,22,20,10,10
6041,10241999,sutter,20,18,9,9
6001,10251999,kpsc,21,19,9.5,9.5
6003,10251999,kpsc,21,19,9.5,9.5
6005,10251999,kpsc,19,17,8.5,8.5
6006,10251999,kpsc,15,13,6.5,6.5
6008,10251999,kpsc,23,21,10.5,10.5
6009,10251999,kpsc,21,19,9.5,9.5
6041,10251999,sutter,19,17,8.5,8.5
6001,10261999,kpsc,18,16,8,8
6003,10261999,kpsc,22,20,10,10
6005,10261999,kpsc,19,17,8.5,8.5
6006,10261999,kpsc,19,17,8.5,8.5
6008,10261999,kpsc,18,16,8,8
6009,10261999,kpsc,20,18,9,9
6041,10261999,sutter,25,23,11.5,11.5
6001,10271999,kpsc,22,20,10,10
6003,10271999,kpsc,22,20,10,10
6005,10271999,kpsc,18,16,8,8
6006,10271999,kpsc,21,19,9.5,9.5
6008,10271999,kpsc,19,17,8.5,8.5
6009,10271999,kpsc,19,17,8.5,8.5
6041,10271999,sutter,21,19,9.5,9.5
6001,10281999,kpsc,22,20,10,10
6003,10281999,kpsc,19,17,8.5,8.5
6005,10281999,kpsc,18,16,8,8
6006,10281999,kpsc,21,19,9.5,9.5
6008,10281999,kpsc,20,18,9,9
6009,10281999,kpsc,19,17,8.5,8.5
6041,10281999,sutter,20,18,9,9
6001,10291999,kpsc,18,16,8,8
6003,10291999,kpsc,20,18,9,9
6005,10291999,kpsc,19,17,8.5,8.5
6006,10291999,kpsc,21,19,9.5,9.5
6008,10291999,kpsc,22,20,10,10
6009,10291999,kpsc,22,20,10,10
6041,10291999,sutter,25,23,11.5,11.5
6001,10301999,kpsc,17,15,7.5,7.5
6003,10301999,kpsc,24,22,11,11
6005,10301999,kpsc,18,16,8,8
6006,10301999,kpsc,19,17,8.5,8.5
6008,10301999,kpsc,20,18,9,9
6009,10301999,kpsc,21,19,9.5,9.5
6041,10301999,sutter,22,20,10,10
6001,10311999,kpsc,16,14,7,7
6003,10311999,kpsc,19,17,8.5,8.5
6005,10311999,kpsc,19,17,8.5,8.5
6006,10311999,kpsc,21,19,9.5,9.5
6008,10311999,kpsc,22,20,10,10
6009,10311999,kpsc,18,16,8,8
6041,10311999,sutter,18,16,8,8
6001,11011999,kpsc,19,17,8.5,8.5
6003,11011999,kpsc,22,20,10,10
6005,11011999,kpsc,17,15,7.5,7.5
6006,11011999,kpsc,21,19,9.5,9.5
6008,11011999,kpsc,18,16,8,8
6009,11011999,kpsc,20,18,9,9
6041,11011999,sutter,20,18,9,9
6001,11021999,kpsc,18,16,8,8
6003,11021999,kpsc,20,18,9,9
6005,11021999,kpsc,19,17,8.5,8.5
6006,11021999,kpsc,20,18,9,9
6008,11021999,kpsc,18,16,8,8
6009,11021999,kpsc,20,18,9,9
6041,11021999,sutter,24,22,11,11
6001,11031999,kpsc,18,16,8,8
6003,11031999,kpsc,19,17,8.5,8.5
6005,11031999,kpsc,21,19,9.5,9.5
6006,11031999,kpsc,19,17,8.5,8.5
6008,11031999,kpsc,18,16,8,8
6009,11031999,kpsc,18,16,8,8
6041,11031999,sutter,20,18,9,9
6001,11041999,kpsc,19,17,8.5,8.5
6003,11041999,kpsc,20,18,9,9
6005,11041999,kpsc,17,15,7.5,7.5
6006,11041999,kpsc,19,17,8.5,8.5
6008,11041999,kpsc,17,15,7.5,7.5
6009,11041999,kpsc,18,16,8,8
6041,11041999,sutter,17,15,7.5,7.5
6001,11051999,kpsc,22,20,10,10
6003,11051999,kpsc,20,18,9,9
6005,11051999,kpsc,18,16,8,8
6006,11051999,kpsc,18,16,8,8
6008,11051999,kpsc,20,18,9,9
6009,11051999,kpsc,19,17,8.5,8.5
6041,11051999,sutter,22,20,10,10
6001,11061999,kpsc,20,18,9,9
6003,11061999,kpsc,21,19,9.5,9.5
6005,11061999,kpsc,22,20,10,10
6006,11061999,kpsc,21,19,9.5,9.5
6008,11061999,kpsc,21,19,9.5,9.5
6009,11061999,kpsc,19,17,8.5,8.5
6041,11061999,sutter,20,18,9,9
6001,11071999,kpsc,18,16,8,8
6003,11071999,kpsc,20,18,9,9
6005,11071999,kpsc,19,17,8.5,8.5
6006,11071999,kpsc,18,16,8,8
6008,11071999,kpsc,20,18,9,9
6009,11071999,kpsc,19,17,8.5,8.5
6041,11071999,sutter,20,18,9,9
6001,11081999,kpsc,19,17,8.5,8.5
6003,11081999,kpsc,21,19,9.5,9.5
6005,11081999,kpsc,26,24,12,12
6006,11081999,kpsc,18,16,8,8
6008,11081999,kpsc,19,17,8.5,8.5
6009,11081999,kpsc,20,18,9,9
6041,11081999,sutter,18,16,8,8
6001,11091999,kpsc,20,18,9,9
6003,11091999,kpsc,20,18,9,9
6005,11091999,kpsc,25,23,11.5,11.5
6006,11091999,kpsc,19,17,8.5,8.5
6008,11091999,kpsc,23,21,10.5,10.5
6009,11091999,kpsc,20,18,9,9
6041,11091999,sutter,21,19,9.5,9.5
6001,11101999,kpsc,27,25,12.5,12.5
6003,11101999,kpsc,20,18,9,9
6005,11101999,kpsc,18,16,8,8
6006,11101999,kpsc,19,17,8.5,8.5
6008,11101999,kpsc,18,16,8,8
6009,11101999,kpsc,17,15,7.5,7.5
6041,11101999,sutter,20,18,9,9
6001,11111999,kpsc,18,16,8,8
6003,11111999,kpsc,21,19,9.5,9.5
6005,11111999,kpsc,21,19,9.5,9.5
6006,11111999,kpsc,19,17,8.5,8.5
6008,11111999,kpsc,21,19,9.5,9.5
6009,11111999,kpsc,19,17,8.5,8.5
6041,11111999,sutter,19,17,8.5,8.5
6001,11121999,kpsc,19,17,8.5,8.5
6003,11121999,kpsc,18,16,8,8
6005,11121999,kpsc,22,20,10,10
6006,11121999,kpsc,22,20,10,10
6008,11121999,kpsc,17,15,7.5,7.5
6009,11121999,kpsc,20,18,9,9
6041,11121999,sutter,20,18,9,9
6001,11131999,kpsc,22,20,10,10
6003,11131999,kpsc,18,16,8,8
6005,11131999,kpsc,24,22,11,11
6006,11131999,kpsc,14,12,6,6
6008,11131999,kpsc,20,18,9,9
6009,11131999,kpsc,17,15,7.5,7.5
6041,11131999,sutter,20,18,9,9
6001,11141999,kpsc,21,19,9.5,9.5
6003,11141999,kpsc,21,19,9.5,9.5
6005,11141999,kpsc,19,17,8.5,8.5
6006,11141999,kpsc,18,16,8,8
6008,11141999,kpsc,22,20,10,10
6009,11141999,kpsc,19,17,8.5,8.5
6041,11141999,sutter,21,19,9.5,9.5
6001,11151999,kpsc,16,14,7,7
6003,11151999,kpsc,18,16,8,8
6005,11151999,kpsc,21,19,9.5,9.5
6006,11151999,kpsc,20,18,9,9
6008,11151999,kpsc,20,18,9,9
6009,11151999,kpsc,18,16,8,8
6041,11151999,sutter,22,20,10,10
6001,11161999,kpsc,15,13,6.5,6.5
6003,11161999,kpsc,17,15,7.5,7.5
6005,11161999,kpsc,21,19,9.5,9.5
6006,11161999,kpsc,20,18,9,9
6008,11161999,kpsc,22,20,10,10
6009,11161999,kpsc,17,15,7.5,7.5
6041,11161999,sutter,17,15,7.5,7.5
6001,11171999,kpsc,21,19,9.5,9.5
6003,11171999,kpsc,19,17,8.5,8.5
6005,11171999,kpsc,19,17,8.5,8.5
6006,11171999,kpsc,19,17,8.5,8.5
6008,11171999,kpsc,17,15,7.5,7.5
6009,11171999,kpsc,21,19,9.5,9.5
6041,11171999,sutter,18,16,8,8
6001,11181999,kpsc,21,19,9.5,9.5
6003,11181999,kpsc,21,19,9.5,9.5
6005,11181999,kpsc,16,14,7,7
6006,11181999,kpsc,18,16,8,8
6008,11181999,kpsc,22,20,10,10
6009,11181999,kpsc,22,20,10,10
6041,11181999,sutter,22,20,10,10
6001,11191999,kpsc,19,17,8.5,8.5
6003,11191999,kpsc,18,16,8,8
6005,11191999,kpsc,23,21,10.5,10.5
6006,11191999,kpsc,16,14,7,7
6008,11191999,kpsc,20,18,9,9
6009,11191999,kpsc,20,18,9,9
6041,11191999,sutter,24,22,11,11
6001,11201999,kpsc,20,18,9,9
6003,11201999,kpsc,18,16,8,8
6005,11201999,kpsc,19,17,8.5,8.5
6006,11201999,kpsc,19,17,8.5,8.5
6008,11201999,kpsc,21,19,9.5,9.5
6009,11201999,kpsc,20,18,9,9
6041,11201999,sutter,17,15,7.5,7.5
6001,11211999,kpsc,19,17,8.5,8.5
6003,11211999,kpsc,22,20,10,10
6005,11211999,kpsc,20,18,9,9
6006,11211999,kpsc,19,17,8.5,8.5
6008,11211999,kpsc,20,18,9,9
6009,11211999,kpsc,17,15,7.5,7.5
6041,11211999,sutter,19,17,8.5,8.5
6001,11221999,kpsc,22,20,10,10
6003,11221999,kpsc,22,20,10,10
6005,11221999,kpsc,17,15,7.5,7.5
6006,11221999,kpsc,22,20,10,10
6008,11221999,kpsc,18,16,8,8
6009,11221999,kpsc,21,19,9.5,9.5
6041,11221999,sutter,13,11,5.5,5.5
6001,11231999,kpsc,16,14,7,7
6003,11231999,kpsc,20,18,9,9
6005,11231999,kpsc,20,18,9,9
6006,11231999,kpsc,20,18,9,9
6008,11231999,kpsc,21,19,9.5,9.5
6009,11231999,kpsc,20,18,9,9
6041,11231999,sutter,17,15,7.5,7.5
6001,11241999,kpsc,22,20,10,10
6003,11241999,kpsc,19,17,8.5,8.5
6005,11241999,kpsc,19,17,8.5,8.5
6006,11241999,kpsc,21,19,9.5,9.5
6008,11241999,kpsc,19,17,8.5,8.5
6009,11241999,kpsc,23,21,10.5,10.5
6041,11241999,sutter,22,20,10,10
6001,11251999,kpsc,20,18,9,9
6003,11251999,kpsc,18,16,8,8
6005,11251999,kpsc,20,18,9,9
6006,11251999,kpsc,19,17,8.5,8.5
6008,11251999,kpsc,21,19,9.5,9.5
6009,11251999,kpsc,20,18,9,9
6041,11251999,sutter,23,21,10.5,10.5
6001,11261999,kpsc,17,15,7.5,7.5
6003,11261999,kpsc,18,16,8,8
6005,11261999,kpsc,22,20,10,10
6006,11261999,kpsc,23,21,10.5,10.5
6008,11261999,kpsc,24,22,11,11
6009,11261999,kpsc,20,18,9,9
6041,11261999,sutter,21,19,9.5,9.5
6001,11271999,kpsc,20,18,9,9
6003,11271999,kpsc,19,17,8.5,8.5
6005,11271999,kpsc,22,20,10,10
6006,11271999,kpsc,19,17,8.5,8.5
6008,11271999,kpsc,21,19,9.5,9.5
6009,11271999,kpsc,20,18,9,9
6041,11271999,sutter,21,19,9.5,9.5
6001,11281999,kpsc,18,16,8,8
6003,11281999,kpsc,21,19,9.5,9.5
6005,11281999,kpsc,19,17,8.5,8.5
6006,11281999,kpsc,21,19,9.5,9.5
6008,11281999,kpsc,19,17,8.5,8.5
6009,11281999,kpsc,16,14,7,7
6041,11281999,sutter,19,17,8.5,8.5
6001,11291999,kpsc,20,18,9,9
6003,11291999,kpsc,19,17,8.5,8.5
6005,11291999,kpsc,20,18,9,9
6006,11291999,kpsc,17,15,7.5,7.5
6008,11291999,kpsc,19,17,8.5,8.5
6009,11291999,kpsc,17,15,7.5,7.5
6041,11291999,sutter,18,16,8,8
6001,11301999,kpsc,20,18,9,9
6003,11301999,kpsc,20,18,9,9
6005,11301999,kpsc,22,20,10,10
6006,11301999,kpsc,20,18,9,9
6008,11301999,kpsc,17,15,7.5,7.5
6009,11301999,kpsc,19,17,8.5,8.5
6041,11301999,sutter,17,15,7.5,7.5
6001,12011999,kpsc,23,21,10.5,10.5
6003,12011999,kpsc,21,19,9.5,9.5
6005,12011999,kpsc,19,17,8.5,8.5
6006,12011999,kpsc,22,20,10,10
6008,12011999,kpsc,21,19,9.5,9.5
6009,12011999,kpsc,17,15,7.5,7.5
6041,12011999,sutter,21,19,9.5,9.5
6001,12021999,kpsc,21,19,9.5,9.5
6003,12021999,kpsc,17,15,7.5,7.5
6005,12021999,kpsc,21,19,9.5,9.5
6006,12021999,kpsc,20,18,9,9
6008,12021999,kpsc,16,14,7,7
6009,12021999,kpsc,17,15,7.5,7.5
6041,12021999,sutter,21,19,9.5,9.5
6001,12031999,kpsc,22,20,10,10
6003,12031999,kpsc,21,19,9.5,9.5
6005,12031999,kpsc,20,18,9,9
6006,12031999,kpsc,16,14,7,7
6008,12031999,kpsc,17,15,7.5,7.5
6009,12031999,kpsc,19,17,8.5,8.5
6041,12031999,sutter,21,19,9.5,9.5
6001,12041999,kpsc,21,19,9.5,9.5
6003,12041999,kpsc,19,17,8.5,8.5
6005,12041999,kpsc,19,17,8.5,8.5
6006,12041999,kpsc,20,18,9,9
6008,12041999,kpsc,20,18,9,9
6009,12041999,kpsc,16,14,7,7
6041,12041999,sutter,22,20,10,10
6001,12051999,kpsc,18,16,8,8
6003,12051999,kpsc,21,19,9.5,9.5
6005,12051999,kpsc,24,22,11,11
6006,12051999,kpsc,21,19,9.5,9.5
6008,12051999,kpsc,18,16,8,8
6009,12051999,kpsc,21,19,9.5,9.5
6041,12051999,sutter,16,14,7,7
6001,12061999,kpsc,18,16,8,8
6003,12061999,kpsc,19,17,8.5,8.5
6005,12061999,kpsc,16,14,7,7
6006,12061999,kpsc,16,14,7,7
6008,12061999,kpsc,21,19,9.5,9.5
6009,12061999,kpsc,21,19,9.5,9.5
6041,12061999,sutter,21,19,9.5,9.5
6001,12071999,kpsc,19,17,8.5,8.5
6003,12071999,kpsc,24,22,11,11
6005,12071999,kpsc,19,17,8.5,8.5
6006,12071999,kpsc,20,18,9,9
6008,12071999,kpsc,19,17,8.5,8.5
6009,12071999,kpsc,21,19,9.5,9.5
6041,12071999,sutter,17,15,7.5,7.5
6001,12081999,kpsc,20,18,9,9
6003,12081999,kpsc,22,20,10,10
6005,12081999,kpsc,23,21,10.5,10.5
6006,12081999,kpsc,16,14,7,7
6008,12081999,kpsc,21,19,9.5,9.5
6009,12081999,kpsc,19,17,8.5,8.5
6041,12081999,sutter,22,20,10,10
6001,12091999,kpsc,17,15,7.5,7.5
6003,12091999,kpsc,15,13,6.5,6.5
6005,12091999,kpsc,19,17,8.5,8.5
6006,12091999,kpsc,21,19,9.5,9.5
6008,12091999,kpsc,18,16,8,8
6009,12091999,kpsc,17,15,7.5,7.5
6041,12091999,sutter,19,17,8.5,8.5
6001,12101999,kpsc,18,16,8,8
6003,12101999,kpsc,19,17,8.5,8.5
6005,12101999,kpsc,19,17,8.5,8.5
6006,12101999,kpsc,20,18,9,9
6008,12101999,kpsc,17,15,7.5,7.5
6009,12101999,kpsc,22,20,10,10
6041,12101999,sutter,19,17,8.5,8.5
6001,12111999,kpsc,18,16,8,8
6003,12111999,kpsc,17,15,7.5,7.5
6005,12111999,kpsc,19,17,8.5,8.5
6006,12111999,kpsc,20,18,9,9
6008,12111999,kpsc,21,19,9.5,9.5
6009,12111999,kpsc,21,19,9.5,9.5
6041,12111999,sutter,22,20,10,10
6001,12121999,kpsc,21,19,9.5,9.5
6003,12121999,kpsc,22,20,10,10
6005,12121999,kpsc,19,17,8.5,8.5
6006,12121999,kpsc,19,17,8.5,8.5
6008,12121999,kpsc,19,17,8.5,8.5
6009,12121999,kpsc,22,20,10,10
6041,12121999,sutter,19,17,8.5,8.5
6001,12131999,kpsc,20,18,9,9
6003,12131999,kpsc,19,17,8.5,8.5
6005,12131999,kpsc,20,18,9,9
6006,12131999,kpsc,21,19,9.5,9.5
6008,12131999,kpsc,19,17,8.5,8.5
6009,12131999,kpsc,17,15,7.5,7.5
6041,12131999,sutter,19,17,8.5,8.5
6001,12141999,kpsc,23,21,10.5,10.5
6003,12141999,kpsc,21,19,9.5,9.5
6005,12141999,kpsc,19,17,8.5,8.5
6006,12141999,kpsc,20,18,9,9
6008,12141999,kpsc,19,17,8.5,8.5
6009,12141999,kpsc,19,17,8.5,8.5
6041,12141999,sutter,17,15,7.5,7.5
6001,12151999,kpsc,21,19,9.5,9.5
6003,12151999,kpsc,16,14,7,7
6005,12151999,kpsc,18,16,8,8
6006,12151999,kpsc,18,16,8,8
6008,12151999,kpsc,24,22,11,11
6009,12151999,kpsc,22,20,10,10
6041,12151999,sutter,19,17,8.5,8.5
6001,12161999,kpsc,17,15,7.5,7.5
6003,12161999,kpsc,22,20,10,10
6005,12161999,kpsc,20,18,9,9
6006,12161999,kpsc,19,17,8.5,8.5
6008,12161999,kpsc,20,18,9,9
6009,12161999,kpsc,22,20,10,10
6041,12161999,sutter,21,19,9.5,9.5
6001,12171999,kpsc,19,17,8.5,8.5
6003,12171999,kpsc,20,18,9,9
6005,12171999,kpsc,21,19,9.5,9.5
6006,12171999,kpsc,21,19,9.5,9.5
6008,12171999,kpsc,17,15,7.5,7.5
6009,12171999,kpsc,16,14,7,7
6041,12171999,sutter,22,20,10,10
6001,12181999,kpsc,18,16,8,8
6003,12181999,kpsc,20,18,9,9
6005,12181999,kpsc,20,18,9,9
6006,12181999,kpsc,17,15,7.5,7.5
6008,12181999,kpsc,21,19,9.5,9.5
6009,12181999,kpsc,24,22,11,11
6041,12181999,sutter,18,16,8,8
6001,12191999,kpsc,19,17,8.5,8.5
6003,12191999,kpsc,23,21,10.5,10.5
6005,12191999,kpsc,19,17,8.5,8.5
6006,12191999,kpsc,17,15,7.5,7.5
6008,12191999,kpsc,23,21,10.5,10.5
6009,12191999,kpsc,18,16,8,8
6041,12191999,sutter,22,20,10,10
6001,12201999,kpsc,15,13,6.5,6.5
6003,12201999,kpsc,18,16,8,8
6005,12201999,kpsc,19,17,8.5,8.5
6006,12201999,kpsc,23,21,10.5,10.5
6008,12201999,kpsc,19,17,8.5,8.5
6009,12201999,kpsc,20,18,9,9
6041,12201999,sutter,19,17,8.5,8.5
6001,12211999,kpsc,19,17,8.5,8.5
6003,12211999,kpsc,17,15,7.5,7.5
6005,12211999,kpsc,20,18,9,9
6006,12211999,kpsc,17,15,7.5,7.5
6008,12211999,kpsc,16,14,7,7
6009,12211999,kpsc,18,16,8,8
6041,12211999,sutter,20,18,9,9
6001,12221999,kpsc,20,18,9,9
6003,12221999,kpsc,19,17,8.5,8.5
6005,12221999,kpsc,22,20,10,10
6006,12221999,kpsc,22,20,10,10
6008,12221999,kpsc,21,19,9.5,9.5
6009,12221999,kpsc,20,18,9,9
6041,12221999,sutter,21,19,9.5,9.5
6001,12231999,kpsc,21,19,9.5,9.5
6003,12231999,kpsc,24,22,11,11
6005,12231999,kpsc,20,18,9,9
6006,12231999,kpsc,20,18,9,9
6008,12231999,kpsc,17,15,7.5,7.5
6009,12231999,kpsc,19,17,8.5,8.5
6041,12231999,sutter,22,20,10,10
6001,12241999,kpsc,20,18,9,9
6003,12241999,kpsc,20,18,9,9
6005,12241999,kpsc,17,15,7.5,7.5
6006,12241999,kpsc,17,15,7.5,7.5
6008,12241999,kpsc,20,18,9,9
6009,12241999,kpsc,20,18,9,9
6041,12241999,sutter,18,16,8,8
6001,12251999,kpsc,19,17,8.5,8.5
6003,12251999,kpsc,22,20,10,10
6005,12251999,kpsc,23,21,10.5,10.5
6006,12251999,kpsc,19,17,8.5,8.5
6008,12251999,kpsc,18,16,8,8
6009,12251999,kpsc,20,18,9,9
6041,12251999,sutter,19,17,8.5,8.5
6001,12261999,kpsc,19,17,8.5,8.5
6003,12261999,kpsc,24,22,11,11
6005,12261999,kpsc,18,16,8,8
6006,12261999,kpsc,17,15,7.5,7.5
6008,12261999,kpsc,18,16,8,8
6009,12261999,kpsc,19,17,8.5,8.5
6041,12261999,sutter,20,18,9,9
6001,12271999,kpsc,18,16,8,8
6003,12271999,kpsc,20,18,9,9
6005,12271999,kpsc,22,20,10,10
6006,12271999,kpsc,20,18,9,9
6008,12271999,kpsc,19,17,8.5,8.5
6009,12271999,kpsc,18,16,8,8
6041,12271999,sutter,22,20,10,10
6001,12281999,kpsc,20,18,9,9
6003,12281999,kpsc,21,19,9.5,9.5
6005,12281999,kpsc,19,17,8.5,8.5
6006,12281999,kpsc,20,18,9,9
6008,12281999,kpsc,15,13,6.5,6.5
6009,12281999,kpsc,20,18,9,9
6041,12281999,sutter,19,17,8.5,8.5
6001,12291999,kpsc,20,18,9,9
6003,12291999,kpsc,18,16,8,8
6005,12291999,kpsc,21,19,9.5,9.5
6006,12291999,kpsc,19,17,8.5,8.5
6008,12291999,kpsc,19,17,8.5,8.5
6009,12291999,kpsc,21,19,9.5,9.5
6041,12291999,sutter,24,22,11,11
6001,12301999,kpsc,19,17,8.5,8.5
6003,12301999,kpsc,18,16,8,8
6005,12301999,kpsc,22,20,10,10
6006,12301999,kpsc,19,17,8.5,8.5
6008,12301999,kpsc,23,21,10.5,10.5
6009,12301999,kpsc,22,20,10,10
6041,12301999,sutter,22,20,10,10
6001,12311999,kpsc,20,18,9,9
6003,12311999,kpsc,20,18,9,9
6005,12311999,kpsc,19,17,8.5,8.5
6006,12311999,kpsc,20,18,9,9
6008,12311999,kpsc,21,19,9.5,9.5
6009,12311999,kpsc,21,19,9.5,9.5
6041,12311999,sutter,20,18,9,9
6001,01012000,kpsc,19,17,8.5,8.5
6003,01012000,kpsc,21,19,9.5,9.5
6005,01012000,kpsc,17,15,7.5,7.5
6006,01012000,kpsc,19,17,8.5,8.5
6008,01012000,kpsc,19,17,8.5,8.5
6009,01012000,kpsc,19,17,8.5,8.5
6041,01012000,sutter,19,17,8.5,8.5
6001,01022000,kpsc,17,15,7.5,7.5
